dt,client_id,country,orders,value
2025-07-12,76,Brazil,5,1910.66
2025-11-20,135,USA,3,464.28
2025-10-03,456,Japan,2,67.61
2025-09-05,184,Germany,1,124.95
2025-07-07,798,Brazil,5,2025.8
2025-08-20,273,Australia,5,2169.33
2025-10-07,188,Mexico,4,1355.07
2025-09-19,240,India,4,406.57
2025-11-18,692,Mexico,3,1156.5
2025-06-29,591,India,5,1072.91
2025-11-01,133,Japan,3,791.08
2025-09-21,114,Australia,3,1121.64
2025-07-30,534,India,2,508.4
2025-06-04,958,France,4,1022.81
2025-09-24,708,India,2,542.38
2025-09-03,942,Japan,4,279.47
2025-10-20,405,USA,1,287.74
2025-08-14,47,Brazil,2,605.76
2025-11-12,655,Japan,2,554.4
2025-10-13,601,Japan,1,297.03
2025-09-20,931,Mexico,2,280.84
2025-08-15,905,Germany,3,431.5
2025-10-20,734,UK,1,413.83
2025-08-07,12,India,5,619.19
2025-06-22,405,USA,3,1311.38
2025-06-16,222,Germany,1,232.12
2025-11-15,541,Germany,4,1413.19
2025-08-04,372,Germany,2,177.0
2025-07-01,553,Canada,5,132.65
2025-08-30,399,Brazil,2,921.61
2025-06-15,699,France,3,581.66
2025-08-26,662,Brazil,1,314.4
2025-11-20,868,Australia,3,395.19
2025-06-10,550,Germany,2,521.05
2025-08-15,724,UK,1,435.24
2025-08-20,355,Germany,1,456.74
2025-07-19,966,France,3,855.73
2025-10-16,852,France,1,215.37
2025-11-07,869,Canada,5,690.33
2025-11-05,447,Germany,4,1434.8
2025-10-22,470,France,2,657.02
2025-06-29,427,Brazil,3,580.53
2025-07-19,32,Canada,5,489.41
2025-11-05,231,UK,3,993.49
2025-08-05,648,Japan,1,203.25
2025-09-16,157,Canada,1,113.58
2025-11-12,570,Germany,4,1847.7
2025-06-12,589,Canada,3,1442.74
2025-07-07,383,Germany,4,1508.44
2025-07-13,222,Germany,1,64.18
2025-10-30,822,UK,3,748.08
2025-09-01,796,Germany,1,31.96
2025-09-18,937,Germany,3,342.5
2025-10-27,733,France,1,178.72
2025-07-10,662,Brazil,2,833.11
2025-10-06,826,Brazil,5,1520.8
2025-10-16,123,Australia,3,1498.59
2025-09-22,628,Germany,1,87.73
2025-11-17,815,Germany,5,1031.4
2025-09-25,981,Brazil,3,1456.64
2025-10-02,978,UK,1,440.87
2025-09-06,80,Brazil,4,675.38
2025-10-23,401,UK,4,1069.84
2025-11-21,319,Canada,1,40.18
2025-10-12,795,USA,2,978.79
2025-09-12,322,Japan,1,39.23
2025-11-27,256,Australia,1,318.78
2025-11-20,404,Mexico,2,726.08
2025-07-25,577,UK,5,1516.27
2025-11-09,238,Germany,3,356.75
2025-11-02,480,Mexico,2,455.98
2025-11-20,808,India,1,77.33
2025-08-07,369,Japan,3,150.33
2025-10-11,804,Australia,4,1211.91
2025-10-19,938,UK,1,392.83
2025-06-10,435,France,3,144.81
2025-06-10,441,Brazil,2,978.74
2025-07-18,266,USA,2,74.57
2025-06-02,915,Mexico,2,679.44
2025-08-26,804,Australia,4,271.77
2025-11-21,298,Australia,2,944.51
2025-10-15,869,Canada,5,799.97
2025-08-30,730,Brazil,5,1079.2
2025-11-26,599,France,2,527.69
2025-08-24,165,India,5,366.08
2025-08-26,510,Brazil,1,395.49
2025-11-20,357,Canada,4,420.32
2025-09-05,501,UK,2,154.83
2025-08-28,593,Mexico,1,471.13
2025-11-05,812,Germany,1,225.35
2025-11-13,672,Canada,4,190.81
2025-06-17,343,Australia,1,49.94
2025-11-16,891,Germany,2,490.61
2025-11-18,197,Mexico,4,732.28
2025-07-27,75,USA,4,1487.83
2025-07-14,903,Germany,5,230.19
2025-10-29,971,Germany,3,89.16
2025-09-14,384,Japan,3,719.16
2025-11-18,942,Japan,1,125.61
2025-07-06,857,Germany,5,545.02
2025-06-12,655,Japan,5,1607.69
2025-11-05,750,USA,2,967.77
2025-09-17,221,Germany,1,78.85
2025-09-07,506,Germany,1,278.35
2025-09-24,569,USA,5,737.46
2025-07-09,696,Australia,4,794.62
2025-11-10,312,Germany,3,700.99
2025-11-14,587,Brazil,3,606.56
2025-11-08,694,France,5,808.52
2025-06-03,888,India,2,530.8
2025-07-15,272,Brazil,1,218.25
2025-07-17,970,India,1,441.03
2025-09-11,488,UK,4,365.64
2025-08-27,30,India,3,1476.97
2025-07-11,837,France,5,2432.41
2025-09-08,374,Mexico,1,421.69
2025-08-29,112,Japan,3,1300.16
2025-09-09,17,France,5,684.62
2025-06-25,788,UK,2,834.01
2025-11-04,493,Brazil,4,197.48
2025-06-27,280,UK,1,428.31
2025-08-27,176,Germany,5,844.55
2025-11-24,719,Mexico,3,1080.26
2025-07-05,33,Mexico,3,105.74
2025-07-18,150,India,3,1368.79
2025-11-03,524,Japan,1,123.35
2025-11-23,258,France,3,331.71
2025-06-20,681,Japan,3,69.16
2025-10-16,734,UK,1,314.09
2025-09-24,526,Australia,5,351.78
2025-10-31,508,Germany,5,404.03
2025-11-08,538,USA,2,747.75
2025-06-10,393,India,5,1047.32
2025-11-07,465,Brazil,4,949.46
2025-10-23,864,Brazil,3,165.94
2025-08-18,188,Mexico,2,109.31
2025-06-10,501,UK,4,218.87
2025-11-27,948,UK,2,784.21
2025-07-12,852,France,2,448.82
2025-06-13,447,Germany,3,1317.66
2025-11-01,737,USA,3,1364.05
2025-08-07,449,Mexico,2,158.95
2025-08-21,7,Brazil,4,197.54
2025-11-16,90,USA,3,968.13
2025-06-28,551,France,2,996.73
2025-10-12,833,Australia,5,157.69
2025-07-01,332,Japan,5,215.37
2025-11-17,115,Canada,5,1467.88
2025-10-31,990,Japan,5,97.01
2025-09-05,236,Japan,3,855.01
2025-07-10,804,Australia,5,1097.82
2025-08-28,648,Japan,5,1812.17
2025-06-04,169,UK,2,302.2
2025-07-23,400,USA,3,262.08
2025-09-09,23,France,1,143.97
2025-08-31,159,Brazil,3,1240.78
2025-09-04,101,Canada,3,81.54
2025-09-06,916,Canada,3,83.18
2025-10-22,488,UK,3,1412.19
2025-08-11,343,Australia,4,528.94
2025-07-08,764,Canada,2,980.73
2025-10-19,609,France,3,842.9
2025-11-11,656,Japan,3,775.09
2025-06-14,572,Australia,1,445.49
2025-07-06,797,Australia,5,1794.16
2025-11-14,112,Japan,2,126.54
2025-07-15,961,India,4,437.99
2025-09-06,980,Germany,1,211.75
2025-06-30,579,Germany,4,1893.9
2025-11-08,263,France,4,1453.36
2025-07-21,755,UK,4,1748.87
2025-11-08,712,France,1,281.53
2025-10-17,748,India,2,306.73
2025-08-31,725,Canada,1,126.32
2025-08-22,280,UK,3,973.37
2025-09-05,165,India,1,274.18
2025-07-17,946,Japan,2,937.78
2025-06-04,934,USA,1,214.58
2025-11-23,409,USA,4,597.79
2025-10-15,412,France,2,188.13
2025-10-26,15,Brazil,1,349.07
2025-09-09,338,Japan,3,614.17
2025-10-10,833,Australia,4,1878.71
2025-07-02,171,UK,1,378.47
2025-09-18,497,Brazil,4,1536.0
2025-08-10,343,Australia,2,320.14
2025-07-01,314,USA,2,978.53
2025-09-30,288,UK,4,631.81
2025-07-12,227,France,3,369.39
2025-07-09,867,Germany,1,133.24
2025-11-17,562,UK,1,359.38
2025-09-13,673,Canada,2,421.95
2025-08-28,507,UK,1,365.0
2025-10-03,472,Australia,5,1688.48
2025-09-05,240,India,1,153.23
2025-10-14,928,Japan,3,1423.83
2025-08-15,418,Germany,5,1023.85
2025-11-25,64,India,5,945.37
2025-11-27,560,Brazil,2,877.48
2025-08-08,841,Germany,3,844.2
2025-10-08,220,Australia,5,1471.21
2025-09-01,333,Japan,5,651.91
2025-10-11,83,Germany,1,126.19
2025-08-09,882,Japan,3,951.81
2025-11-14,88,Canada,3,1443.34
2025-09-23,740,USA,2,40.6
2025-08-27,789,USA,2,591.63
2025-08-25,243,India,4,1785.46
2025-07-10,463,USA,1,189.37
2025-08-03,48,Canada,2,679.18
2025-06-22,274,Mexico,1,343.18
2025-08-19,388,USA,3,135.47
2025-09-01,717,Brazil,3,1219.15
2025-11-04,27,Australia,2,208.08
2025-07-21,593,Mexico,2,310.68
2025-08-28,346,Canada,4,906.69
2025-07-20,327,Mexico,3,1210.01
2025-09-12,772,Japan,1,23.15
2025-07-14,301,Mexico,2,265.39
2025-10-17,476,Mexico,1,154.68
2025-07-05,432,Mexico,5,535.13
2025-09-26,198,Japan,5,137.73
2025-10-10,92,Mexico,1,245.81
2025-07-27,728,Canada,3,1428.75
2025-06-17,413,Brazil,4,685.31
2025-08-27,860,Germany,1,347.23
2025-07-08,190,Germany,5,533.59
2025-07-16,138,Canada,3,163.05
2025-10-16,399,Brazil,5,1006.02
2025-11-11,960,Brazil,3,739.9
2025-11-27,137,Australia,5,795.03
2025-07-12,769,Brazil,1,450.01
2025-11-13,704,Germany,4,1004.24
2025-07-09,408,Australia,2,424.69
2025-08-16,516,Brazil,1,100.8
2025-10-23,702,Mexico,3,362.5
2025-08-06,894,Brazil,1,327.16
2025-07-28,481,France,2,52.03
2025-08-07,194,Brazil,1,71.02
2025-08-31,502,Germany,2,199.01
2025-09-24,520,Mexico,3,377.92
2025-10-05,1,Japan,1,379.09
2025-06-21,613,Australia,2,63.09
2025-09-25,352,Australia,1,55.29
2025-06-23,630,Japan,3,948.83
2025-10-17,493,Brazil,4,1480.96
2025-06-27,159,Brazil,3,150.54
2025-08-14,742,India,1,74.12
2025-07-12,850,India,5,1865.59
2025-06-25,521,Brazil,3,1035.59
2025-06-10,949,Australia,2,667.88
2025-11-24,323,India,4,1346.24
2025-09-23,449,Mexico,1,183.95
2025-07-04,904,USA,2,82.48
2025-10-29,988,Canada,3,679.52
2025-08-21,755,UK,2,507.14
2025-09-17,346,Canada,5,1409.63
2025-11-16,817,Australia,4,772.68
2025-06-16,643,Mexico,4,306.8
2025-11-19,663,Japan,1,465.67
2025-10-15,411,UK,1,58.04
2025-10-17,532,Mexico,2,296.28
2025-09-05,143,Canada,5,1093.74
2025-10-26,133,Japan,3,459.58
2025-10-07,356,UK,5,1759.2
2025-11-22,872,France,3,1367.7
2025-09-07,73,France,2,492.94
2025-07-18,93,Brazil,2,664.67
2025-07-12,95,France,5,2238.02
2025-09-05,347,France,5,1085.79
2025-10-17,177,Mexico,1,69.55
2025-11-03,168,Mexico,1,46.46
2025-10-05,503,Brazil,3,1020.62
2025-07-01,716,France,4,576.75
2025-06-06,809,Germany,2,702.35
2025-10-20,827,France,3,649.32
2025-10-24,254,Mexico,4,291.67
2025-07-27,849,UK,3,299.04
2025-09-18,549,Germany,2,82.42
2025-11-05,478,USA,3,40.77
2025-09-26,80,Brazil,4,1735.52
2025-08-08,74,India,2,688.01
2025-06-08,109,Germany,4,353.88
2025-11-09,106,UK,5,1296.23
2025-11-06,77,Australia,2,594.92
2025-08-31,649,France,5,655.14
2025-07-25,163,UK,5,1684.7
2025-06-22,140,UK,4,1347.45
2025-10-31,536,Mexico,1,381.8
2025-10-11,608,Japan,2,441.96
2025-10-31,595,UK,1,132.76
2025-10-02,61,USA,3,1319.24
2025-09-02,244,Germany,2,754.61
2025-11-23,906,Japan,3,1105.1
2025-06-27,511,USA,4,539.69
2025-08-09,356,UK,1,176.74
2025-09-07,410,Germany,5,448.4
2025-07-19,555,Canada,3,280.54
2025-11-21,960,Brazil,4,152.99
2025-11-16,426,Brazil,5,2116.34
2025-09-27,161,Australia,1,222.5
2025-08-02,642,Canada,3,1316.76
2025-06-01,340,Canada,3,1271.4
2025-06-10,227,France,1,255.41
2025-08-13,517,UK,1,123.12
2025-09-06,994,Japan,4,1863.3
2025-10-29,24,Germany,3,1338.68
2025-10-08,94,Germany,4,731.83
2025-06-11,24,Germany,2,985.47
2025-07-17,803,Japan,5,1251.94
2025-09-09,130,Japan,2,146.38
2025-11-28,195,Brazil,2,721.79
2025-06-23,550,Germany,1,149.21
2025-08-31,614,Canada,3,1290.93
2025-07-24,883,Brazil,4,1356.13
2025-07-06,747,Canada,2,730.51
2025-10-15,495,Germany,1,299.72
2025-09-20,562,UK,2,912.67
2025-06-02,667,India,1,449.62
2025-10-25,143,Canada,4,949.97
2025-06-24,451,Germany,1,300.71
2025-11-02,425,Canada,4,1156.18
2025-09-11,217,Germany,1,473.87
2025-09-15,982,France,5,460.21
2025-07-16,882,Japan,2,117.6
2025-07-14,93,Brazil,4,1509.71
2025-09-07,508,Germany,5,620.46
2025-10-25,149,Brazil,3,914.66
2025-09-16,354,Brazil,4,1973.85
2025-07-10,597,Japan,5,2458.85
2025-09-06,940,Canada,2,846.77
2025-08-16,180,India,2,662.2
2025-11-11,614,Canada,1,154.35
2025-10-19,925,France,4,1933.69
2025-09-15,299,France,3,460.65
2025-10-07,33,Mexico,3,612.96
2025-07-08,611,Mexico,2,300.16
2025-09-11,289,Mexico,2,714.6
2025-10-02,831,Japan,3,187.23
2025-07-02,957,France,2,782.58
2025-09-19,417,UK,5,312.6
2025-07-02,687,UK,1,67.39
2025-09-27,426,Brazil,2,232.61
2025-06-15,814,UK,4,1560.16
2025-11-01,911,Germany,2,734.13
2025-08-07,583,India,5,2493.37
2025-08-07,985,Brazil,2,389.72
2025-11-06,641,UK,1,18.84
2025-06-23,22,Japan,1,399.18
2025-08-15,740,USA,3,1018.92
2025-07-26,922,Brazil,5,267.58
2025-06-29,953,Australia,3,711.37
2025-10-02,130,Japan,3,460.96
2025-10-18,644,Japan,4,1229.36
2025-09-04,388,USA,3,562.86
2025-07-04,768,Mexico,3,1264.4
2025-11-09,379,Australia,4,727.35
2025-10-19,176,Germany,3,504.0
2025-08-24,102,India,5,230.27
2025-08-26,586,USA,2,574.92
2025-06-10,949,Australia,4,126.62
2025-08-13,217,Germany,4,1368.29
2025-06-28,415,France,1,207.63
2025-10-31,423,France,4,249.92
2025-08-23,288,UK,1,230.88
2025-11-13,59,Mexico,4,416.06
2025-10-02,320,USA,1,239.38
2025-06-16,776,Brazil,4,1189.32
2025-10-12,343,Australia,1,292.43
2025-10-13,911,Germany,1,436.56
2025-09-28,998,USA,2,157.52
2025-10-17,700,Mexico,2,358.53
2025-10-01,188,Mexico,3,219.12
2025-08-24,203,Germany,3,857.4
2025-10-25,454,India,4,298.28
2025-08-03,191,Mexico,3,1181.31
2025-11-06,834,Mexico,3,1111.73
2025-07-27,640,Mexico,4,1484.64
2025-06-03,704,Germany,2,926.96
2025-09-22,178,France,2,667.78
2025-11-07,267,Canada,3,752.16
2025-10-31,719,Mexico,2,822.56
2025-06-07,632,France,4,562.02
2025-07-06,864,Brazil,5,1159.14
2025-07-01,672,Canada,1,318.26
2025-06-04,453,UK,5,1865.65
2025-11-06,378,India,2,912.41
2025-07-02,312,Germany,3,972.56
2025-06-04,893,India,1,160.16
2025-07-02,653,India,2,580.67
2025-08-14,472,Australia,4,1952.4
2025-11-14,31,France,1,155.41
2025-11-11,388,USA,4,708.05
2025-10-14,189,Australia,3,497.37
2025-11-23,372,Germany,2,810.59
2025-11-17,366,France,2,358.18
2025-09-21,102,India,5,2337.66
2025-07-29,138,Canada,4,537.63
2025-06-02,832,Mexico,2,215.73
2025-07-07,350,USA,3,1300.71
2025-07-01,586,USA,2,187.28
2025-11-23,593,Mexico,2,495.25
2025-11-03,367,Japan,1,227.14
2025-07-06,663,Japan,3,1279.63
2025-10-08,157,Canada,4,825.25
2025-07-06,369,Japan,2,489.03
2025-11-20,625,India,5,2297.25
2025-09-25,209,Germany,2,958.04
2025-10-04,848,Canada,3,598.42
2025-09-08,856,Japan,4,198.4
2025-11-05,160,Brazil,3,642.99
2025-11-18,332,Japan,2,911.3
2025-06-15,54,Germany,4,147.19
2025-09-23,266,USA,3,652.5
2025-08-12,825,Mexico,2,654.74
2025-06-07,978,UK,5,362.94
2025-06-20,296,Japan,3,1088.06
2025-10-22,988,Canada,5,2162.77
2025-09-13,526,Australia,5,1064.09
2025-08-23,357,Canada,1,305.69
2025-08-11,706,Japan,3,692.31
2025-11-09,472,Australia,5,1521.0
2025-07-07,512,Canada,2,514.27
2025-10-22,171,UK,1,469.36
2025-09-06,654,India,4,1931.33
2025-10-09,877,India,1,334.47
2025-10-02,296,Japan,1,207.21
2025-09-23,159,Brazil,4,1293.5
2025-09-29,222,Germany,1,64.5
2025-06-20,635,Japan,1,240.49
2025-10-10,997,France,5,328.47
2025-08-15,147,Mexico,1,91.55
2025-10-16,363,India,5,853.22
2025-08-21,775,Australia,3,156.58
2025-09-30,165,India,4,1173.56
2025-11-21,758,India,4,370.56
2025-07-07,837,France,3,654.25
2025-07-17,179,Canada,2,532.01
2025-11-12,52,France,4,1567.23
2025-11-07,502,Germany,5,2427.57
2025-10-05,592,India,1,39.4
2025-09-12,983,USA,1,479.86
2025-09-14,572,Australia,1,140.64
2025-06-19,299,France,1,87.96
2025-11-08,557,Japan,4,998.87
2025-09-20,767,India,5,1087.32
2025-09-08,121,Australia,1,442.34
2025-10-25,970,India,3,1205.59
2025-06-29,217,Germany,1,395.49
2025-09-10,756,Japan,2,175.41
2025-10-25,387,Japan,4,893.21
2025-06-22,551,France,4,963.52
2025-09-14,953,Australia,4,1911.0
2025-10-06,969,Mexico,5,1380.37
2025-10-28,78,Australia,4,1042.22
2025-07-05,160,Brazil,3,1212.16
2025-09-16,214,Canada,1,13.19
2025-08-11,431,UK,3,723.29
2025-10-25,605,India,4,1399.79
2025-09-06,943,India,2,337.17
2025-07-31,196,USA,4,187.33
2025-11-02,528,Canada,1,40.36
2025-10-14,372,Germany,3,833.1
2025-07-17,546,UK,2,509.51
2025-11-07,397,UK,1,153.16
2025-06-30,760,Canada,3,204.43
2025-07-06,320,USA,3,352.4
2025-10-21,787,USA,2,145.37
2025-09-01,655,Japan,2,165.69
2025-07-25,305,USA,5,2089.24
2025-09-18,57,Australia,2,812.1
2025-06-13,382,Brazil,1,301.46
2025-10-16,470,France,4,1034.09
2025-11-04,984,Germany,4,737.73
2025-07-15,152,USA,4,727.69
2025-06-24,495,Germany,3,768.7
2025-06-03,443,Japan,5,634.98
2025-06-13,240,India,4,757.47
2025-09-18,583,India,2,86.75
2025-09-17,357,Canada,5,90.28
2025-07-29,921,Brazil,2,959.27
2025-11-05,892,Germany,4,1075.96
2025-09-28,48,Canada,3,119.74
2025-06-28,175,Mexico,5,1067.45
2025-08-18,168,Mexico,1,92.97
2025-09-23,623,Japan,5,1242.15
2025-06-27,542,France,1,459.97
2025-10-18,42,India,1,414.89
2025-06-18,973,India,5,1548.33
2025-11-22,487,UK,2,819.63
2025-10-09,589,Canada,5,2231.05
2025-11-01,302,Canada,3,850.92
2025-08-16,103,Canada,4,1051.27
2025-06-17,147,Mexico,3,663.99
2025-10-16,48,Canada,5,914.0
2025-06-24,7,Brazil,3,773.03
2025-09-10,292,UK,4,1603.47
2025-08-27,218,Germany,4,1620.26
2025-06-20,807,UK,3,1352.55
2025-06-27,339,Germany,3,951.17
2025-09-08,450,Japan,5,310.29
2025-06-09,544,India,2,391.19
2025-10-08,652,India,3,545.61
2025-11-18,323,India,5,1675.11
2025-11-10,563,Mexico,5,1507.44
2025-08-06,300,Brazil,2,933.57
2025-06-06,306,USA,2,479.62
2025-07-10,166,UK,3,1021.51
2025-11-10,13,USA,5,1862.93
2025-08-16,868,Australia,1,17.72
2025-08-07,926,Mexico,4,82.08
2025-06-09,963,Mexico,5,1223.18
2025-11-01,834,Mexico,1,206.57
2025-07-03,946,Japan,5,832.95
2025-10-17,696,Australia,1,90.82
2025-08-15,896,Brazil,5,208.23
2025-10-06,80,Brazil,5,1801.62
2025-06-24,27,Australia,2,590.55
2025-09-22,874,USA,2,735.98
2025-11-01,63,USA,4,1171.98
2025-08-03,485,USA,1,295.72
2025-08-23,390,Brazil,2,786.1
2025-09-19,492,USA,1,157.93
2025-07-22,673,Canada,1,229.41
2025-10-07,771,Australia,1,407.36
2025-09-07,898,Australia,4,1903.7
2025-11-02,750,USA,3,604.07
2025-07-06,886,Canada,1,87.95
2025-07-26,578,USA,5,97.67
2025-09-18,900,Brazil,1,51.54
2025-06-09,225,France,3,884.17
2025-11-25,5,France,4,1914.98
2025-09-14,746,Brazil,3,481.73
2025-11-09,282,India,5,80.42
2025-09-19,409,USA,1,199.09
2025-08-07,980,Germany,1,368.96
2025-08-15,440,Canada,3,393.46
2025-09-06,38,Germany,5,1229.79
2025-07-30,393,India,1,105.96
2025-10-21,634,Japan,1,219.44
2025-11-12,679,Germany,2,954.31
2025-10-04,586,USA,5,1055.69
2025-09-25,512,Canada,3,1272.04
2025-10-03,292,UK,4,1874.6
2025-08-05,216,Japan,2,995.54
2025-11-10,275,Japan,3,1195.37
2025-10-25,278,France,4,1551.88
2025-06-20,570,Germany,4,1648.65
2025-08-05,47,Brazil,4,254.09
2025-11-28,629,India,1,417.47
2025-07-09,361,UK,4,836.86
2025-11-21,252,Germany,3,301.19
2025-08-22,435,France,2,696.09
2025-10-08,764,Canada,4,1962.78
2025-10-20,287,USA,3,1171.55
2025-10-17,106,UK,5,2296.45
2025-09-12,442,Canada,5,1541.06
2025-07-05,186,Brazil,3,1405.09
2025-09-11,91,UK,5,2144.93
2025-10-28,14,Germany,2,496.29
2025-09-11,735,Canada,1,410.51
2025-06-08,852,France,3,46.51
2025-07-20,588,UK,3,134.07
2025-09-04,545,France,2,286.69
2025-08-12,223,India,2,511.34
2025-11-02,354,Brazil,4,1211.26
2025-06-18,705,Mexico,3,662.52
2025-08-10,869,Canada,5,2243.97
2025-07-27,432,Mexico,3,57.15
2025-09-20,764,Canada,2,730.44
2025-11-09,670,France,4,338.3
2025-07-13,436,France,1,305.41
2025-11-04,686,Germany,5,1332.84
2025-06-30,304,India,1,168.91
2025-10-09,972,Japan,5,406.93
2025-10-25,22,Japan,2,108.66
2025-09-27,777,Brazil,5,1974.35
2025-11-28,982,France,2,567.62
2025-08-23,973,India,4,441.65
2025-06-20,218,Germany,1,172.88
2025-11-13,851,France,2,974.08
2025-07-30,506,Germany,5,887.23
2025-09-19,160,Brazil,3,220.63
2025-09-09,866,Canada,3,269.58
2025-10-12,483,Australia,3,1324.16
2025-10-21,355,Germany,2,599.14
2025-09-04,431,UK,2,635.01
2025-10-19,262,Germany,3,1366.18
2025-11-16,284,Canada,3,1181.24
2025-08-26,325,USA,3,758.32
2025-08-05,506,Germany,1,66.71
2025-10-30,92,Mexico,3,1312.28
2025-08-13,932,Canada,1,334.73
2025-08-08,457,Japan,3,1467.9
2025-11-23,773,Canada,1,24.99
2025-08-02,462,USA,5,2431.21
2025-10-03,260,USA,5,2429.61
2025-06-08,839,Canada,3,578.72
2025-09-16,201,India,2,382.23
2025-06-03,829,UK,1,475.41
2025-06-13,672,Canada,5,486.17
2025-06-25,817,Australia,5,1225.26
2025-08-12,5,France,4,228.77
2025-09-24,169,UK,3,1282.84
2025-07-26,251,USA,2,452.86
2025-08-30,930,France,5,933.42
2025-09-18,764,Canada,2,689.14
2025-09-17,244,Germany,1,251.5
2025-09-16,613,Australia,2,254.7
2025-06-15,343,Australia,2,155.85
2025-07-09,305,USA,4,760.01
2025-09-02,400,USA,4,1413.08
2025-07-11,840,Mexico,2,230.28
2025-06-13,640,Mexico,4,1977.43
2025-07-21,903,Germany,2,946.67
2025-10-08,699,France,5,1004.84
2025-11-08,746,Brazil,2,532.31
2025-07-07,826,Brazil,5,1963.57
2025-06-30,101,Canada,5,731.32
2025-11-01,142,Canada,3,1042.09
2025-09-09,949,Australia,5,2464.35
2025-06-03,207,France,4,251.95
2025-11-04,824,India,1,106.23
2025-10-07,355,Germany,5,1900.14
2025-07-13,388,USA,1,395.04
2025-11-20,776,Brazil,1,156.51
2025-09-02,37,Canada,1,445.56
2025-11-10,478,USA,1,78.58
2025-10-24,918,India,2,119.95
2025-06-16,885,Japan,5,1740.28
2025-08-30,21,Mexico,3,1443.42
2025-11-03,169,UK,2,425.1
2025-10-29,605,India,2,215.87
2025-08-12,35,Japan,3,831.09
2025-07-05,609,France,3,1002.65
2025-09-08,840,Mexico,1,313.8
2025-08-02,218,Germany,3,810.3
2025-09-22,675,Canada,3,1065.54
2025-07-15,708,India,2,342.41
2025-08-23,138,Canada,3,610.13
2025-06-11,564,Canada,4,1603.03
2025-08-19,709,Mexico,2,401.77
2025-11-26,104,Japan,2,539.95
2025-08-18,669,Canada,1,320.79
2025-11-10,547,India,5,696.11
2025-11-02,620,UK,5,1526.54
2025-08-12,732,Mexico,4,736.91
2025-11-20,699,France,1,401.14
2025-09-24,420,India,5,1546.46
2025-11-06,38,Germany,2,580.34
2025-11-05,565,Brazil,2,280.92
2025-09-02,28,Brazil,5,1304.08
2025-06-25,414,France,5,214.56
2025-07-25,255,Germany,3,1447.26
2025-09-21,89,USA,4,369.51
2025-09-20,404,Mexico,4,1325.89
2025-09-28,290,India,2,565.15
2025-09-28,300,Brazil,1,37.35
2025-10-14,282,India,1,194.53
2025-10-06,116,USA,1,302.87
2025-08-01,903,Germany,5,2102.02
2025-07-11,881,Japan,1,353.3
2025-11-10,609,France,2,636.44
2025-11-25,425,Canada,1,215.89
2025-07-13,468,India,4,1789.88
2025-07-23,73,France,2,38.91
2025-08-24,886,Canada,3,479.04
2025-06-09,981,Brazil,4,154.66
2025-06-01,55,Mexico,1,186.08
2025-07-03,863,Brazil,5,1793.29
2025-09-09,932,Canada,3,350.87
2025-08-28,826,Brazil,1,122.94
2025-06-23,733,France,1,107.28
2025-07-29,745,Japan,5,902.42
2025-10-15,829,UK,4,400.68
2025-06-19,251,USA,1,417.16
2025-08-20,37,Canada,5,213.71
2025-09-16,285,UK,2,835.19
2025-11-18,575,Canada,3,647.16
2025-09-01,524,Japan,5,1917.23
2025-07-26,395,Germany,3,1240.51
2025-11-17,266,USA,1,124.06
2025-08-13,179,Canada,5,1995.02
2025-10-25,371,Germany,2,300.59
2025-06-22,685,Germany,2,760.69
2025-08-16,827,France,2,996.59
2025-11-20,396,France,2,247.3
2025-07-24,221,Germany,5,748.85
2025-07-04,88,Canada,1,109.87
2025-10-09,903,Germany,2,581.14
2025-08-04,771,Australia,5,1535.42
2025-08-21,21,Mexico,5,2018.29
2025-09-16,766,India,2,805.78
2025-08-04,996,Japan,4,1402.45
2025-11-13,178,France,3,1016.7
2025-10-08,182,USA,5,1964.13
2025-06-08,476,Mexico,2,194.94
2025-08-26,595,UK,2,998.25
2025-09-11,671,India,1,207.04
2025-11-18,445,USA,4,1398.77
2025-10-04,294,India,4,1568.5
2025-08-18,904,USA,2,660.03
2025-11-05,329,India,3,739.75
2025-11-02,639,UK,3,1115.99
2025-08-14,394,Brazil,2,715.07
2025-06-18,562,UK,3,1274.25
2025-11-17,432,Mexico,5,1618.07
2025-07-14,9,Japan,1,259.59
2025-10-27,80,Brazil,1,282.27
2025-11-02,891,Germany,3,441.46
2025-08-05,614,Canada,1,40.24
2025-06-06,679,Germany,3,860.56
2025-07-29,193,France,1,236.55
2025-07-05,157,Canada,1,383.13
2025-06-09,829,UK,3,255.66
2025-11-07,658,USA,4,690.02
2025-06-07,820,India,4,1098.88
2025-07-28,972,Japan,4,863.12
2025-07-14,143,Canada,1,498.82
2025-08-16,635,Japan,4,1097.61
2025-11-25,99,Australia,1,129.25
2025-10-26,881,Japan,1,172.4
2025-07-20,828,Canada,2,522.75
2025-08-08,396,France,3,981.46
2025-07-26,768,Mexico,5,1284.31
2025-06-01,413,Brazil,3,898.25
2025-09-07,627,UK,5,729.31
2025-09-27,122,France,5,197.79
2025-08-10,476,Mexico,5,1006.06
2025-08-04,826,Brazil,4,1618.59
2025-08-03,731,USA,1,100.79
2025-08-01,893,India,2,670.64
2025-07-04,643,Mexico,1,472.16
